"Environment and Climate Change Canada"
"Monthly Values for September - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"YORKTON","51.265","-102.462","SK","8.0","3",NA,"26.5","3","-7.8","3","",,NA,"48.9","3",NA,"","11","",,NA,"270.2","0.8","4019075"
"WYNYARD (AUT)","51.767","-104.200","SK","7.3","0",NA,"22.4","0","-5.6","0","",,NA,"46.6","0",NA,"","8","",,NA,"320.3","0.0","40190LN"
"WEYBURN","49.700","-103.800","SK","9.2","0",NA,"29.8","0","-7.0","0","",,NA,"37.0","0",NA,"","5","",,NA,"266.5","3.4","401HP5R"
"ASSINIBOIA AIRPORT","49.729","-105.946","SK","9.2","0",NA,"29.5","0","-5.7","0","",,NA,"35.1","0",NA,"","5","",,NA,"266.3","1.0","4020286"
"BEECHY","50.832","-107.311","SK","9.0","0","-3.3","31.0","0","-8.5","0","2.0","0","117.0","29.0","0","86.0","0.0","9","","",NA,"272.4","3.8","4020560"
"ELBOW CS","51.133","-106.583","SK","8.3","0",NA,"27.1","0","-7.7","0","",,NA,"38.3","0",NA,"","4","",,NA,"291.3","1.1","4022359"
"ELBOW 2 NE","51.167","-106.550","SK","9.5","5","-2.6","27.5","5","-11.5","5","0.2","5",NA,"22.6","5",NA,"0.0","4","","",NA,"214.6","1.0","4022363"
"LUCKY LAKE","50.950","-107.150","SK","8.4","0",NA,"29.2","0","-7.4","0","",,NA,"25.4","0",NA,"","4","",,NA,"289.4","2.0","4024714"
"MAPLE CREEK","49.903","-109.466","SK","10.1","1",NA,"28.3","1","-4.7","1","",,NA,"17.9","1",NA,"","6","",,NA,"236.0","5.6","4024919"
"ROCK POINT","51.154","-107.263","SK","8.9","0","-3.3","29.0","0","-8.0","0","9.4","0","423.0","24.8","0","67.0","0.0","8","","",NA,"275.0","2.5","4026847"
"STEWART VALLEY","50.600","-107.800","SK","9.9","15","-2.7","26.5","15","0.0","15","0.0","15",NA,"17.2","15",NA,"","4","","",NA,"122.1","0.0","4027775"
"SWIFT CURRENT","50.292","-107.691","SK","10.4","8",NA,"28.3","8","-2.9","8","",,NA,"45.4","8",NA,"","7","",,NA,"171.2","3.3","4028038"
"SWIFT CURRENT CDA","50.267","-107.733","SK","9.2","2","-2.9","28.1","2","-6.4","2","",,NA,"41.8","2",NA,"","6","",,NA,"250.0","3.2","4028060"
"LEADER AIRPORT","50.909","-109.501","SK","8.9","1",NA,"30.0","1","-3.0","1","",,NA,"16.0","1",NA,"","3","",,NA,"267.4","4.4","402DAF0"
"CORONACH SPC","49.050","-105.483","SK","9.2","1","-2.9","30.3","1","-7.5","1","",,NA,"25.7","1",NA,"","5","",,NA,"255.1","0.0","40318MN"
"CYPRESS HILLS PARK","49.641","-109.514","SK","8.1","0",NA,"25.0","0","-7.3","0","",,NA,"36.0","0",NA,"","6","",,NA,"297.7","0.7","4031999"
"EASTEND CYPRESS (AUT)","49.438","-108.989","SK","9.3","0",NA,"27.9","0","-6.2","0","",,NA,"50.2","0",NA,"","9","",,NA,"265.2","3.4","4032322"
"MANKOTA","49.099","-107.024","SK","9.3","2","-2.5","28.7","2","-7.9","2","",,NA,"42.8","2",NA,"","5","",,NA,"245.9","1.8","4034910"
"ROCKGLEN (AUT)","49.168","-105.979","SK","9.4","0",NA,"27.9","0","-5.9","0","",,NA,"71.5","0",NA,"","10","",,NA,"258.6","1.1","4036844"
"VAL MARIE SOUTHEAST","49.058","-107.586","SK","10.1","0",NA,"30.2","0","-7.6","0","",,NA,"41.2","0",NA,"","6","",,NA,"241.5","5.3","4038412"
"BICKLEIGH","51.294","-108.407","SK","8.6","0","-4.0","30.5","0","-7.0","0","4.4","0","830.0","36.2","0","133.0","0.0","7","","",NA,"281.7","0.0","4040587"
"BUTTE ST PIERRE","53.450","-109.200","SK","5.5","2","-4.4","23.5","2","-6.5","2","1.4","2",NA,"50.8","2",NA,"0.0","9","","",NA,"350.5","0.0","4041000"
"KINDERSLEY A","51.515","-109.181","SK","8.1","0",NA,"29.2","0","-3.6","0","11.4","0",NA,"29.8","0",NA,"0.0","8","",,NA,"299.7","2.6","4043901"
"NORTH BATTLEFORD RCS","52.772","-108.256","SK","6.5","0",NA,"22.8","0","-10.3","0","",,NA,"49.6","0",NA,"","9","",,NA,"343.8","0.0","4045607"
"NORTH BATTLEFORD","52.769","-108.244","SK","6.9","6",NA,"22.8","6","-10.4","6","",,NA,"43.9","6",NA,"","8","",,NA,"267.2","0.0","4045695"
"ROSETOWN EAST","51.567","-107.917","SK","7.6","0",NA,"28.8","0","-9.0","0","",,NA,"62.2","0",NA,"","4","",,NA,"315.2","2.0","4046884"
"SCOTT CDA","52.360","-108.835","SK","6.5","0","-3.9","27.1","0","-8.7","0","",,NA,"52.1","0","145.0","","8","",,NA,"344.1","0.3","4047240"
"SONNINGDALE","52.317","-107.767","SK","7.6","9",NA,"21.0","9","-6.0","9","6.4","9",NA,"25.6","9",NA,"","7","","",NA,"218.7","0.0","4047644"
"WASECA RCS","53.131","-109.405","SK","6.0","0",NA,"22.6","0","-7.6","0","",,NA,"60.5","0",NA,"","7","",,NA,"358.9","0.0","4048521"
"HOEY","52.850","-105.783","SK","",,NA,"",,"",,"0.0","29",NA,"3.4","29",NA,"","1","","",NA,"","","4053264"
"MELFORT","52.817","-104.600","SK","6.9","3",NA,"22.0","3","-8.4","3","",,NA,"42.0","3",NA,"","7","",,NA,"301.0","0.0","4055079"
"OUTLOOK PFRA","51.483","-107.050","SK","8.2","0","-4.0","25.6","0","-8.3","0","",,NA,"25.0","0","73.0","","6","",,NA,"293.5","0.9","4055736"
"PILGER","52.417","-105.150","SK","6.7","2",NA,"22.0","2","-6.6","2","",,NA,"35.8","2",NA,"","5","",,NA,"316.9","0.0","4056121"
"PRINCE ALBERT A","53.214","-105.673","SK","6.2","1",NA,"21.7","0","-8.1","1","2.0","0",NA,"45.8","0",NA,"","12","",,NA,"342.0","0.0","4056241"
"PRINCE ALBERT GLASS FIELD","53.210","-105.677","SK","6.0","0",NA,"21.1","0","-7.7","0","",,NA,"37.6","0",NA,"","12","",,NA,"359.0","0.0","4056243"
"SASKATOON RCS","52.174","-106.719","SK","7.4","0",NA,"23.5","0","-8.7","0","",,NA,"37.1","0",NA,"","11","",,NA,"316.9","0.0","4057165"
"BUFFALO NARROWS (AUT)","55.841","-108.421","SK","5.4","1",NA,"18.8","1","-5.2","1","",,NA,"48.8","1",NA,"","6","",,NA,"366.8","0.0","4060983"
"CIGAR LAKE","58.083","-104.483","SK","1.7","0","-5.4","17.0","0","-14.0","0","17.0","0","742.0","54.8","0","86.0","0.0","13","","",NA,"489.0","0.0","4061570"
"COLLINS BAY SK","58.229","-103.678","SK","2.3","0",NA,"17.1","0","-12.3","0","",,NA,"40.6","0",NA,"","8","",,NA,"472.4","0.0","4061620"
"COLLINS BAY CAMECO","58.183","-103.700","SK","2.3","1",NA,"18.0","1","-12.0","0","13.8","1",NA,"50.4","1",NA,"0.0","11","","",NA,"455.9","0.0","4061632"
"ISLAND FALLS (AUT)","55.533","-102.350","SK","5.2","3",NA,"19.1","3","-5.4","2","",,NA,"46.4","2",NA,"","12","",,NA,"345.5","0.0","4063605"
"JIMMY LAKE AWOS","54.908","-109.962","SK","4.4","5",NA,"21.5","5","-5.7","3","",,NA,"40.5","5",NA,"","10","",,NA,"341.2","0.0","4063623"
"KEY LAKE","57.250","-105.600","SK","2.9","0",NA,"19.3","0","-8.0","0","",,NA,"59.6","0",NA,"","10","",,NA,"453.1","0.0","4063753"
"KEY LAKE","57.250","-105.617","SK","3.7","2","-4.2","19.5","2","-6.0","2","3.6","2",NA,"55.4","2",NA,"","10","","",NA,"399.5","0.0","4063755"
"KEY LAKE","57.256","-105.618","SK","4.0","5",NA,"19.7","5","-6.0","5","",,NA,"50.5","5",NA,"","7","",,NA,"350.5","0.0","4063757"
"LA RONGE RCS","55.146","-105.270","SK","5.1","0",NA,"18.9","0","-6.7","0","",,NA,"69.4","0",NA,"","15","",,NA,"387.0","0.0","4064149"
"LA RONGE A","55.151","-105.267","SK","5.0","1",NA,"19.9","1","-8.9","0","0.6","0",NA,"73.1","0",NA,"0.0","15","",,NA,"377.0","0.0","4064155"
"LOON LAKE RCS","54.020","-109.138","SK","5.3","0",NA,"20.1","0","-7.0","0","",,NA,"87.6","0",NA,"","7","",,NA,"381.0","0.0","4064620"
"MEADOW LAKE A","54.125","-108.050","SK","",,NA,"20.7","0","",,"",,NA,"",,NA,"","","",,NA,"","","4065057"
"SOUTHEND","56.333","-103.283","SK","4.0","0",NA,"20.4","0","-6.7","0","",,NA,"83.6","0",NA,"","12","",,NA,"420.9","0.0","4067655"
"SPIRITWOOD WEST","53.367","-107.550","SK","5.5","0",NA,"20.0","0","-7.6","0","",,NA,"41.9","0",NA,"","8","",,NA,"374.2","0.0","4067723"
"STONY RAPIDS","59.250","-105.841","SK","2.5","7",NA,"18.5","7","-12.4","7","",,NA,"4.7","8",NA,"","2","",,NA,"357.4","0.0","4067799"
"WASKESIU LAKE","53.917","-106.067","SK","5.6","1",NA,"19.7","1","-5.1","1","",,NA,"66.3","1",NA,"","11","",,NA,"358.4","0.0","4068559"
"MEADOW LAKE","54.133","-108.517","SK","5.2","0",NA,"20.8","0","-7.6","0","",,NA,"69.2","0",NA,"","9","",,NA,"383.9","0.0","406N0NM"
"URANIUM CITY (AUT)","59.567","-108.483","SK","3.0","0",NA,"16.5","0","-6.9","0","",,NA,"29.9","0",NA,"","6","",,NA,"451.4","0.0","406QLD0"
"NIPAWIN","53.333","-104.008","SK","5.3","15",NA,"21.2","15","-6.6","14","",,NA,"49.6","14",NA,"","5","",,NA,"191.2","0.0","4075525"
"NIPAWIN","53.333","-104.000","SK","6.2","0",NA,"21.1","0","-6.8","0","",,NA,"57.4","0",NA,"","6","",,NA,"354.9","0.0","407N51G"
"HUDSON BAY(AUT)","52.817","-102.317","SK","6.3","3",NA,"19.2","3","-8.1","3","",,NA,"30.2","3",NA,"","7","",,NA,"315.6","0.0","4083324"
"PELLY 2","51.733","-101.900","SK","4.8","12","-7.0","19.0","10","-7.0","12","1.8","10",NA,"33.1","10",NA,"0.0","8","","",NA,"238.4","0.0","4086001"
"BALDUR","49.276","-99.292","MB","9.3","2","-2.8","26.5","1","-4.5","1","0.0","1",NA,"45.0","1",NA,"0.0","9","","",NA,"245.1","1.5","5010140"
"BRANDON A","49.910","-99.952","MB","9.0","0",NA,"28.3","0","-6.8","0","8.0","0",NA,"59.4","0",NA,"","11","",,NA,"270.0","0.0","5010481"
"BRANDON RCS","49.900","-99.950","MB","9.2","0",NA,"28.1","0","-5.6","0","",,NA,"47.8","0",NA,"","9","",,NA,"262.6","0.0","5010490"
"CARBERRY CS","49.906","-99.357","MB","9.7","0",NA,"28.3","0","-5.3","0","",,NA,"75.1","0",NA,"","11","",,NA,"249.7","0.0","5010547"
"CYPRESS RIVER RCS","49.562","-99.074","MB","10.2","0",NA,"28.2","0","-4.0","0","",,NA,"78.0","0",NA,"","9","",,NA,"236.5","2.4","5010641"
"ELKHORN 2 EAST","49.927","-101.203","MB","8.9","3","-3.7","28.5","3","-5.0","3","5.2","3",NA,"72.4","3",NA,"0.0","10","","",NA,"246.3","0.5","5010QFQ"
"PORTAGE ROMANCE","49.983","-98.300","MB","",,NA,"",,"",,"10.0","0",NA,"96.2","0",NA,"0.0","12","","",NA,"","","5012300"
"PORTAGE LA PRAIRIE CDA","49.950","-98.267","MB","",,NA,"",,"",,"0.0","22",NA,"83.6","22",NA,"","8","","",NA,"","","5012321"
"PORTAGE SOUTHPORT","49.903","-98.284","MB","11.2","1",NA,"27.3","1","-4.2","1","",,NA,"123.5","1",NA,"","14","",,NA,"202.1","4.4","5012324"
"ROBLIN","51.183","-101.363","MB","7.3","0",NA,"26.5","0","-7.4","0","",,NA,"40.2","0",NA,"","8","",,NA,"320.0","0.0","5012469"
"SHOAL LAKE CS","50.455","-100.604","MB","7.9","1",NA,"26.5","1","-6.7","1","",,NA,"19.3","13",NA,"","8","",,NA,"292.1","0.0","5012654"
"WASAGAMING","50.655","-99.942","MB","7.1","1","-2.4","26.3","1","-8.1","1","",,NA,"50.7","1",NA,"","11","",,NA,"315.2","0.0","5013117"
"MELITA","49.281","-100.986","MB","10.0","0",NA,"28.6","0","-5.9","0","",,NA,"55.4","0",NA,"","7","",,NA,"243.1","1.8","501A7AR"
"ROBLIN FRIESEN 3 NORTHWEST","51.267","-101.400","MB","",,NA,"",,"",,"1.0","0",NA,"55.0","0",NA,"0.0","7","","",NA,"","","501B4G2"
"RIVERS PETTAPIECE","50.108","-100.179","MB","",,NA,"",,"",,"6.6","0","######","54.2","0","146.0","0.0","10","","",NA,"","","501BMMA"
"ROSSBURN 4 NORTH","50.750","-100.817","MB","",,NA,"",,"",,"10.0","1",NA,"38.6","1",NA,"0.0","9","","",NA,"","","501KE01"
"DEERWOOD RCS","49.400","-98.319","MB","11.1","1",NA,"28.2","1","-4.3","1","",,NA,"32.2","1",NA,"","9","",,NA,"204.6","4.0","5020725"
"EMERSON AUTO","49.000","-97.238","MB","11.6","0",NA,"31.7","0","-3.3","0","",,NA,"47.0","0",NA,"","8","",,NA,"198.9","6.2","5020881"
"GRETNA (AUT)","49.031","-97.560","MB","11.3","0",NA,"30.4","0","-3.1","0","",,NA,"38.7","0",NA,"","7","",,NA,"203.7","3.8","5021220"
"HOLLAND","49.606","-98.875","MB","",,NA,"",,"",,"0.0","11",NA,"49.8","11",NA,"0.0","8","","",NA,"","","5021302"
"KLEEFELD (MAFRI)","49.518","-96.901","MB","10.8","2",NA,"29.2","2","-4.2","2","",,NA,"57.2","2",NA,"","10","",,NA,"205.1","2.9","5021500"
"MARQUETTE","50.013","-97.807","MB","10.8","3","-2.3","26.5","3","-2.0","3","2.8","3",NA,"98.2","3",NA,"0.0","12","","",NA,"195.4","1.5","5021695"
"MORDEN CDA CS","49.188","-98.084","MB","11.4","0",NA,"27.4","0","-3.2","0","",,NA,"43.3","0",NA,"","9","",,NA,"199.8","2.8","5021849"
"OAKBANK","49.933","-96.850","MB","",,NA,"",,"",,"0.0","0","0.0","97.6","0","173.0","0.0","11","","",NA,"","","5022051"
"PILOT MOUND (AUT)","49.191","-98.905","MB","10.0","0",NA,"27.2","0","-4.5","0","",,NA,"42.5","0",NA,"","8","",,NA,"240.5","1.2","5022125"
"ST LABRE","49.353","-96.035","MB","",,NA,"",,"",,"0.0","0","0.0","86.3","0","138.0","0.0","10","","",NA,"","","5022575"
"SCHANZENFELD","49.133","-97.950","MB","",,NA,"",,"",,"0.0","0",NA,"47.3","0","112.0","0.0","9","","",NA,"","","5022623"
"SPRAGUE","49.024","-95.598","MB","11.4","1",NA,"32.8","1","-6.4","1","",,NA,"98.4","1",NA,"","11","",,NA,"196.3","5.8","5022759"
"STONY MOUNTAIN","50.117","-97.167","MB","10.9","0","-2.1","27.0","0","-5.0","0","0.0","0","0.0","85.4","0","159.0","0.0","11","","",NA,"215.7","1.8","5022791"
"WINNIPEG CHARLESWOOD 2","49.850","-97.273","MB","",,NA,"",,"",,"0.6","19",NA,"32.4","19",NA,"0.0","7","","",NA,"","","5023225"
"WINNIPEG THE FORKS","49.888","-97.129","MB","11.9","2",NA,"27.1","2","-2.2","2","",,NA,"82.7","2",NA,"","11","",,NA,"174.3","3.2","5023262"
"CARMAN U OF M CS","49.498","-98.030","MB","10.5","0",NA,"28.4","0","-4.2","0","",,NA,"43.2","0",NA,"","9","",,NA,"226.7","1.9","502I001"
"WINNIPEG A CS","49.917","-97.249","MB","10.7","0",NA,"28.1","0","-5.2","0","",,NA,"115.3","0",NA,"","11","",,NA,"221.2","1.1","502S001"
"BERENS RIVER CS","52.360","-97.022","MB","7.9","0","-2.8","21.5","0","-7.5","0","",,NA,"92.9","0","147.0","","14","",,NA,"304.4","0.0","5030203"
"GEORGE ISLAND (AUT)","52.819","-97.616","MB","9.9","1",NA,"19.1","1","-1.0","1","",,NA,"66.1","1",NA,"","14","",,NA,"235.4","0.0","5030984"
"FISHER BRANCH (AUT)","51.083","-97.555","MB","9.0","0",NA,"26.7","0","-4.7","0","",,NA,"57.6","0",NA,"","11","",,NA,"270.4","0.2","50309J6"
"GIMLI HARBOUR CS","50.631","-96.982","MB","10.8","0",NA,"24.0","0","-0.5","0","",,NA,"",,NA,"","","",,NA,"217.9","1.5","5031041"
"GIMLI CLIMATE","50.633","-97.050","MB","10.0","2",NA,"26.0","2","-3.8","2","",,NA,"101.3","2",NA,"","12","",,NA,"225.8","1.8","5031042"
"GRAND RAPIDS HYDRO","53.158","-99.283","MB","4.5","22","-6.8","16.0","22","-8.0","22","0.0","22",NA,"14.1","22",NA,"","3","","",NA,"107.9","0.0","5031111"
"GREAT FALLS CLIMATE","50.522","-95.977","MB","10.3","9",NA,"26.2","9","-1.0","9","",,NA,"102.7","9",NA,"","12","",,NA,"164.7","2.4","5031201"
"HODGSON 3","51.211","-97.568","MB","8.4","2",NA,"24.0","2","-5.5","2","1.0","2",NA,"64.2","2",NA,"0.0","13","","",NA,"268.6","0.8","5031310"
"INDIAN BAY","49.624","-95.197","MB","10.9","0","-1.1","30.5","0","-5.0","0","0.0","0","0.0","80.8","0","119.0","0.0","13","","",NA,"219.5","6.1","5031320"
"GRAND RAPIDS (AUT)","53.186","-99.268","MB","6.5","0",NA,"22.3","0","-7.0","0","",,NA,"88.9","0",NA,"","11","",,NA,"344.3","0.0","5031A10"
"PINAWA CANWARN","50.148","-95.890","MB","",,NA,"",,"",,"0.0","0",NA,"130.6","0",NA,"0.0","15","","",NA,"","","5032161"
"RENNIE","49.850","-95.533","MB","9.1","20",NA,"31.5","16","-3.0","17","0.0","16",NA,"77.6","16",NA,"","8","","",NA,"89.1","0.0","5032360"
"VICTORIA BEACH (AUT)","50.700","-96.567","MB","11.6","2",NA,"25.6","2","0.6","2","",,NA,"",,NA,"","","",,NA,"186.7","7.0","5032951"
"PINAWA","50.177","-96.065","MB","10.5","3",NA,"27.7","3","-3.2","3","",,NA,"74.5","3",NA,"","14","",,NA,"205.6","2.1","503B1ER"
"BEAVER","50.050","-98.700","MB","",,NA,"",,"",,"0.0","25",NA,"58.8","25",NA,"","5","","",NA,"","","5040166"
"DAUPHIN CS","51.100","-100.057","MB","8.8","0",NA,"28.2","0","-5.3","0","",,NA,"61.9","0",NA,"","10","",,NA,"275.7","1.0","5040681"
"DAUPHIN","51.101","-100.053","MB","10.1","9",NA,"28.4","9","-5.7","9","",,NA,"46.2","9",NA,"","7","",,NA,"167.2","1.2","5040689"
"COWAN","52.033","-100.650","MB","7.4","0","-3.2","25.0","0","-5.0","0","5.0","0","481.0","64.0","0","95.0","0.0","12","","",NA,"317.7","0.0","5040FJ3"
"MAFEKING","52.666","-101.098","MB","7.4","0","-4.1","20.5","0","-6.0","0","0.0","0","0.0","94.1","0","123.0","0.0","12","","",NA,"317.4","0.0","5041685"
"MCCREARY","50.712","-99.530","MB","9.5","0","-2.8","27.4","0","-3.4","0","",,NA,"56.9","0","98.0","","9","",,NA,"259.1","4.0","5043158"
"OAKPOINT MARINE","50.499","-98.037","MB","10.0","0",NA,"24.1","0","-2.7","0","",,NA,"42.5","2",NA,"","12","",,NA,"240.9","1.8","504K0NM"
"SWAN RIVER RCS","52.115","-101.233","MB","7.3","0",NA,"24.5","0","-7.1","0","",,NA,"51.1","0",NA,"","9","",,NA,"319.7","0.0","504K80K"
"FLIN FLON","54.683","-101.683","MB","5.9","0",NA,"18.8","0","-5.4","0","",,NA,"79.0","9",NA,"","8","",,NA,"362.0","0.0","5050919"
"FLIN FLON","54.767","-101.883","MB","6.4","0","-4.3","18.5","0","-4.0","0","0.0","0","0.0","84.9","0","134.0","0.0","10","","",NA,"346.7","0.0","5050920"
"THE PAS A","53.971","-101.091","MB","6.3","0",NA,"18.2","0","-6.1","0","",,NA,"51.4","1",NA,"","8","",,NA,"352.5","0.0","5052881"
"THE PAS CLIMATE","53.967","-101.100","MB","6.4","2",NA,"18.1","2","-6.3","2","",,NA,"55.4","2",NA,"","10","",,NA,"324.6","0.0","5052890"
"CHURCHILL A","58.739","-94.066","MB","3.6","9",NA,"15.4","9","-4.1","9","",,NA,"33.2","9",NA,"","5","",,NA,"303.4","0.0","5060595"
"CHURCHILL CLIMATE","58.733","-94.067","MB","3.9","2",NA,"15.4","2","-4.1","2","",,NA,"58.0","2",NA,"","6","",,NA,"393.6","0.0","5060608"
"CROSS LAKE JENPEG 2","54.540","-98.030","MB","5.9","1",NA,"18.3","1","-3.7","1","",,NA,"",,NA,"","","",,NA,"351.9","0.0","5060622"
"GILLAM","56.359","-94.704","MB","4.9","1",NA,"15.9","1","-5.6","1","",,NA,"56.0","1",NA,"","9","",,NA,"379.9","0.0","5060999"
"GILLAM A","56.358","-94.711","MB","4.7","2",NA,"15.8","2","-6.2","0","7.4","0",NA,"81.0","0",NA,"0.0","11","",,NA,"371.3","0.0","5061022"
"ISLAND LAKE A","53.857","-94.654","MB","7.2","1",NA,"20.1","0","-3.5","1","3.8","0",NA,"83.8","0",NA,"0.0","15","",,NA,"313.4","0.0","5061375"
"KELSEY DAM CS","56.038","-96.510","MB","4.8","1",NA,"18.0","1","-5.6","1","",,NA,"53.8","1",NA,"","8","",,NA,"382.7","0.0","5061422"
"LYNN LAKE","56.864","-101.076","MB","4.6","21",NA,"19.7","21","-6.6","20","",,NA,"14.8","22",NA,"","4","",,NA,"120.4","0.0","5061645"
"LYNN LAKE RCS","56.850","-101.067","MB","3.5","2",NA,"19.5","2","-10.2","2","",,NA,"83.0","2",NA,"","12","",,NA,"407.2","0.0","5061649"
"NORWAY HOUSE","53.958","-97.844","MB","7.3","9",NA,"21.5","9","-7.5","9","",,NA,"42.0","9",NA,"","8","",,NA,"225.4","0.0","5062040"
"TADOULE LAKE","58.706","-98.512","MB","0.1","21",NA,"8.7","21","-6.6","20","",,NA,"13.5","21",NA,"","1","",,NA,"160.7","0.0","5062835"
"TADOULE LAKE CS","58.716","-98.502","MB","3.1","2",NA,"13.8","2","-6.5","2","",,NA,"34.2","2",NA,"","7","",,NA,"416.9","0.0","5062840"
"THOMPSON A","55.805","-97.863","MB","4.0","0",NA,"18.5","0","-11.1","0","5.4","0",NA,"67.6","0",NA,"0.0","12","",,NA,"420.2","0.0","5062921"
"ATTAWAPISKAT A","52.928","-82.432","ON","8.5","0",NA,"25.9","0","-3.3","0","",,NA,"25.6","24",NA,"","4","",,NA,"286.3","0.0","6010400"
"BIG TROUT LAKE A","53.818","-89.897","ON","6.8","8",NA,"20.8","8","-3.0","8","",,NA,"103.5","8",NA,"","9","",,NA,"245.9","0.0","6010735"
"BIG TROUT LAKE","53.816","-89.892","ON","6.8","0",NA,"20.8","0","-3.4","0","",,NA,"141.7","0",NA,"","10","",,NA,"335.7","0.0","6010740"
"EAR FALLS (AUT)","50.631","-93.221","ON","10.4","0",NA,"25.0","0","-3.2","0","",,NA,"108.5","0",NA,"","14","",,NA,"228.5","0.3","6012199"
"FORT SEVERN A","56.019","-87.676","ON","2.4","24",NA,"6.9","24","-2.6","24","",,NA,"7.6","24",NA,"","3","",,NA,"93.7","0.0","6012501"
"LANSDOWNE HOUSE (AUT)","52.196","-87.936","ON","7.6","1",NA,"21.9","1","-5.4","1","",,NA,"179.7","1",NA,"","12","",,NA,"300.7","0.0","6014353"
"MUSKRAT DAM","53.441","-91.763","ON","7.9","12",NA,"21.9","12","-3.4","12","",,NA,"95.0","12",NA,"","12","",,NA,"182.3","0.2","6015026"
"PEAWANUCK (AUT)","54.983","-85.433","ON","5.6","1",NA,"18.8","1","-4.1","1","",,NA,"75.2","1",NA,"","11","",,NA,"358.7","0.0","6016295"
"PICKLE LAKE (AUT)","51.449","-90.218","ON","8.5","1",NA,"22.4","1","-6.4","1","",,NA,"127.4","2",NA,"","13","",,NA,"276.9","0.0","6016525"
"PICKLE LAKE A","51.446","-90.214","ON","",,NA,"22.6","0","",,"",,NA,"",,NA,"0.0","","",,NA,"","","6016529"
"RED LAKE A","51.067","-93.793","ON","",,NA,"24.4","0","",,"",,NA,"",,NA,"","","",,NA,"","","6016970"
"SANDY LAKE A","53.064","-93.344","ON","6.8","12",NA,"20.1","12","-7.1","12","",,NA,"64.2","12",NA,"","8","",,NA,"201.6","0.0","6017401"
"BARWICK","48.633","-93.967","ON","13.1","0","0.5","31.0","0","-2.0","0","0.0","0","0.0","106.0","0","139.0","0.0","12","","",NA,"159.1","12.0","6020559"
"ATIKOKAN (AUT)","48.761","-91.628","ON","10.7","10",NA,"28.7","10","-3.1","10","",,NA,"103.9","10",NA,"","10","",,NA,"152.9","6.1","6020LPQ"
"FORT FRANCES RCS","48.651","-93.439","ON","11.7","2",NA,"27.9","2","-3.5","2","",,NA,"97.1","2",NA,"","10","",,NA,"179.1","2.4","6022474"
"MINE CENTRE SOUTHWEST","48.760","-92.623","ON","13.0","0",NA,"30.0","0","-2.0","0","0.0","0",NA,"123.2","0",NA,"0.0","12","","",NA,"159.7","9.6","6025205"
"DRYDEN REGIONAL","49.828","-92.744","ON","10.9","10",NA,"26.5","10","-2.7","10","",,NA,"83.8","10",NA,"","13","",,NA,"143.4","1.3","6032125"
"KENORA RCS","49.791","-94.378","ON","11.6","1",NA,"29.1","1","-2.7","1","",,NA,"120.4","1",NA,"","15","",,NA,"188.9","3.0","6034073"
"KENORA A","49.788","-94.363","ON","11.8","2",NA,"29.0","0","-2.5","2","0.0","0",NA,"136.4","0",NA,"","17","",,NA,"175.7","3.3","6034076"
"RAWSON LAKE","49.650","-93.717","ON","9.7","0","-2.6","23.5","0","-3.0","0","0.6","0","51.0","150.4","0","168.0","0.0","12","","",NA,"249.4","0.0","6036904"
"RAWSON LAKE (AUT)","49.664","-93.733","ON","11.5","0",NA,"29.4","0","-2.9","0","",,NA,"194.1","0",NA,"","17","",,NA,"199.5","3.5","6036907"
"ROYAL ISLAND (AUT)","49.469","-94.763","ON","13.4","2",NA,"29.6","2","0.0","2","",,NA,"",,NA,"","","",,NA,"139.8","11.4","6037201"
"SIOUX LOOKOUT A","50.114","-91.908","ON","10.8","0",NA,"28.4","0","-3.5","0","",,NA,"",,NA,"","","",,NA,"221.5","4.3","6037776"
"SIOUX LOOKOUT AIRPORT","50.114","-91.906","ON","7.9","20",NA,"27.8","20","-1.4","20","",,NA,"45.7","20",NA,"","7","",,NA,"103.4","2.4","6037800"
"ARMSTRONG (AUT)","50.294","-88.905","ON","9.1","0",NA,"26.8","0","-5.9","0","",,NA,"91.4","0",NA,"","9","",,NA,"268.0","1.7","6040325"
